id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
1,,Aflenz,15.24069,47.54594,783.2,1983-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
2,,Aigen im Ennstal,14.13826,47.53278,641.0,1939-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
3,,Allentsteig,15.36694,48.69083,598.8,1983-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
4,,Amstetten,14.895,48.10889,266.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
5,,Bad Aussee,13.75844,47.6105,743.1,1983-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,False,,,,,ja
6,,Bad Bleiberg,13.68444,46.62528,908.7,1896-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
7,,Bad Gastein,13.13336,47.11056,1092.0,1926-04-21 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
8,,Bad Gleichenberg,15.90361,46.87222,269.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
9,,Bad Goisern,13.64472,47.62194,538.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
10,,Bad Mitterndorf,13.93472,47.55333,814.0,1970-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
11,,Bad Radkersburg,15.99333,46.69222,207.0,1972-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
12,,Baden,16.235556,48.011391,244.8,1954-04-01 00:00:00+00:00,2012-05-31 23:59:59+00:00,Niederösterreich,True,False,,,,,ja
13,,Bernstein,16.26139,47.40833,630.8,1949-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
14,,Bischofshofen,13.22111,47.40667,549.9,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
15,,Bregenz,9.74611,47.49917,424.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
16,,Brenner,11.51083,47.00722,1412.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
17,,Bruck an der Mur,15.233611,47.403056,489.0,1895-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
18,,Bruckneudorf,16.845,48.01278,165.6,1939-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
19,,Dellach,13.08286,46.74189,628.2,1962-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,False,,,,,ja
20,,Ehrwald,10.92,47.40417,982.0,1972-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
21,,Bad Eisenkappel,14.59333,46.49056,623.0,1967-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
22,,Eisenstadt Nordost,16.53833,47.85417,184.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
23,,Enns,14.45028,48.19583,317.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
24,,Feldkirch,9.60972,47.27111,438.4,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
25,,Fischbach,15.64389,47.44417,1034.4,1981-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
26,,Freistadt,14.50639,48.49472,539.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
27,,Gallspach,13.825,48.20422,425.9,1966-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
28,,Galtür,10.18556,46.96806,1587.0,1901-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
29,,Gmunden,13.8075,47.91472,424.4,1930-01-01 00:00:00+00:00,2016-04-26 23:59:59+00:00,Oberösterreich,True,True,,,,,ja
30,,Graz Universität/Heinrichstraße,15.448056,47.08,366.0,1894-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
31,,Groß-Enzersdorf,16.55917,48.19975,154.3,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
32,,Gumpoldskirchen,16.28083,48.03583,212.0,1948-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
33,,Martinsberg,15.156111,48.37611,810.0,1948-01-01 00:00:00+00:00,2001-05-31 23:59:59+00:00,Niederösterreich,True,False,,,,,ja
34,,Heiligenblut,12.8525,47.036388,1315.0,1977-10-01 00:00:00+00:00,1999-12-31 23:59:59+00:00,Kärnten,True,False,,,,,ja
35,,Hieflau,14.738055,47.594444,779.0,1936-01-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,Steiermark,False,False,,,,,ja
36,,Hohe Wand/Hochkogelhaus,16.035,47.82222,936.9,1991-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
37,,Schöngrabern,16.06167,48.60333,253.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
38,,Imst,10.74222,47.23694,773.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
39,,Innsbruck Universität,11.38425,47.25986,578.0,1877-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
40,,Irdning-Gumpenstein,14.09967,47.495,697.1,1953-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
42,,Jenbach,11.75814,47.38878,529.0,1955-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
43,,Kals,12.6465,47.00478,1352.4,1951-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
44,,Kalwang,14.75961,47.42126,743.6,1966-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
45,,Königswiesen,14.84,48.412498,600.0,1966-12-01 00:00:00+00:00,2006-06-16 23:59:59+00:00,Oberösterreich,False,False,,,,,ja
46,,Krems,15.62222,48.41861,202.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
47,,Krimml,12.18197,47.22911,1008.8,1953-06-15 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
48,,Klagenfurt Flughafen,14.31833,46.64833,450.0,1952-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
49,,Kleinzicken,16.326667,47.2075,263.0,1978-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
50,,Landeck,10.56364,47.14025,795.6,1946-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
51,,Langenlebarn,16.11806,48.32389,175.3,1963-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
52,,Langenlois,15.69722,48.4725,207.0,1965-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
53,,Laßnitzhöhe,15.59222,47.07361,530.0,1990-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
54,,Leibnitz-Wagna,15.55289,46.76739,267.9,2003-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
55,,Lienz,12.80639,46.82555,661.0,1880-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
56,,Linz Stadt,14.28528,48.29639,262.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
57,,Litschau,15.03831,48.95464,557.6,1954-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
58,,Lutzmannsburg,16.64556,47.46528,200.8,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
59,,Mariazell/St.Sebastian Flugfeld,15.30222,47.78917,864.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
60,,Mattsee,13.10556,47.97722,502.0,1949-06-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
61,,Mayrhofen,11.85139,47.1625,640.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
62,,Millstatt,13.57278,46.80806,721.0,1972-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
63,,Mönichkirchen,16.03333,47.51111,991.0,1954-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
64,,Neumarkt,14.42472,47.06972,869.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
65,,Neusiedl am See,16.82889,47.94917,117.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
66,,Obergurgl,11.02444,46.86694,1941.0,1953-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
67,,Leiser Berge,16.37167,48.55889,456.5,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
68,,Obertauern,13.55972,47.24889,1772.0,1971-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
69,,Obervellach,13.19444,46.93528,688.0,1970-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
70,,Poysdorf-Ost,16.6375,48.66917,198.0,1965-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
71,,Preitenegg,14.920278,46.938333,1059.0,1950-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
72,,Puchberg am Schneeberg,15.90694,47.79028,582.8,1949-06-04 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
73,,Radstadt-Tandalier,13.44083,47.38,835.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
74,,Randegg,14.983334,48.008888,363.0,1977-05-05 00:00:00+00:00,2007-12-31 23:59:59+00:00,Niederösterreich,False,False,,,,,ja
75,,Ranshofen Braunau,13.02833,48.22417,382.0,1961-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
76,,Reutte,10.71528,47.49444,841.8,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
77,,Rohrbach,14.00444,48.56722,613.0,1948-05-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
78,,Rauris,12.99262,47.22353,933.8,1875-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
79,,Ravelsbach,15.848056,48.550835,259.0,1983-10-01 00:00:00+00:00,1995-06-30 23:59:59+00:00,Niederösterreich,False,False,,,,,ja
80,,Reichenau an der Rax,15.83694,47.69972,488.0,1895-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
81,,Retz Windmühle,15.94167,48.76111,320.0,1946-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
82,,Rudolfshütte,12.62594,47.13492,2317.0,1961-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
83,,Saalbach,12.64844,47.38789,974.6,1975-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
84,,Saalfelden,12.833333,47.416668,735.0,1968-06-01 00:00:00+00:00,1992-04-30 23:59:59+00:00,Salzburg,True,False,,,,,ja
85,,Schmittenhöhe,12.73794,47.32872,1955.6,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
86,,Schöckl,15.46639,47.19861,1443.0,1928-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
87,,Seefeld,11.17542,47.32478,1181.9,1948-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
88,,Semmering,15.82839,47.63325,987.6,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
89,,Stift Zwettl,15.20361,48.61778,502.4,1931-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
90,,St.Andrä im Lavanttal,14.82806,46.76417,403.0,1961-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
91,,Feistritz ob Bleiburg,14.765,46.561389,523.0,1961-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
92,,St.Michael im Lungau,13.62269,47.09447,1051.9,1968-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
93,,St.Pölten Landhaus,15.63111,48.19972,273.6,1947-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
94,,St.Radegund,15.48978,47.18211,726.3,1986-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
95,,St.Veit an der Glan,14.38556,46.73917,462.6,1968-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
97,,Stolzalpe,14.18822,47.12303,1291.0,1938-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
98,,Tamsweg,13.80833,47.13306,1025.0,1895-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
99,,Unken,12.723333,47.645,582.0,1948-01-01 00:00:00+00:00,1990-06-30 23:59:59+00:00,Salzburg,False,False,,,,,ja
100,,Villach Stadt,13.87389,46.61806,493.0,1930-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
101,,Waidhofen an der Ybbs,14.80972,47.94556,384.0,1924-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
102,,Weißensee-Gatschach,13.28583,46.71861,949.0,1982-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
103,,Weitensfeld,14.19083,46.84917,704.0,1953-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
104,,Weyer,14.66572,47.85719,426.1,1968-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
105,,Wien Hohe Warte,16.35639,48.24861,198.0,1775-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
106,,Wien Mariabrunn,16.22944,48.20694,225.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
107,,Wien Unterlaa,16.41944,48.125,200.0,1963-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
108,,Windischgarsten,14.32611,47.72028,599.9,1983-10-07 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
109,,St.Wolfgang,13.44194,47.74028,544.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
110,,Wolfsberg,14.85,46.833332,442.0,1953-01-01 00:00:00+00:00,1987-10-31 23:59:59+00:00,Kärnten,True,False,,,,,ja
111,,Wolfsegg,13.67092,48.10542,635.1,1951-11-11 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
112,,Wiener Neustadt Flugplatz,16.23147,47.83233,275.0,1948-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
113,,Zell am See,12.78639,47.29,754.0,1984-07-12 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,False,,,,,ja
114,,Zell am Ziller/Rohrberg,11.904722,47.255001,595.0,1955-09-01 00:00:00+00:00,1993-01-31 23:59:59+00:00,Tirol,True,False,,,,,ja
115,,Zeltweg,14.74689,47.19983,677.6,1962-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
116,,Deutschlandsberg,15.22694,46.82167,354.0,1895-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
118,,Kitzbühel,12.38917,47.44389,772.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
119,,St.Anton am Arlberg,10.26667,47.13139,1304.1,1938-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
120,,Ferlach,14.31417,46.53111,459.1,1953-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
121,,Nauders,10.49694,46.89111,1330.2,1958-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
122,,Kanzelhöhe,13.90194,46.67722,1520.0,1938-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
123,,Schwarzenau,15.257778,48.742779,499.0,1974-08-01 00:00:00+00:00,2004-03-31 23:59:59+00:00,Niederösterreich,True,False,,,,,ja
124,,Seckau,14.77861,47.27083,872.0,1895-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
125,,Kohlreithberg,15.935278,48.175835,490.0,1986-01-01 00:00:00+00:00,2010-06-17 23:59:59+00:00,Niederösterreich,True,True,,,,,ja
126,,Haiming,10.88944,47.25972,659.0,1947-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
127,,Rinn,11.50389,47.24917,924.1,1957-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
128,,Radenthein,13.698334,46.800278,688.0,1958-11-01 00:00:00+00:00,2002-08-31 23:59:59+00:00,Kärnten,True,False,,,,,ja
129,,Lofer Ort,12.69528,47.58444,622.0,1990-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
130,,Sillian,12.42358,46.74644,1081.4,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
131,,Salzburg Flughafen,13.00861,47.78944,430.0,1874-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
132,,Bad Ischl,13.64714,47.70619,506.7,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
133,,Fraxern,9.67444,47.31417,807.0,1984-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
134,,Gänserndorf Stadt,16.71361,48.33778,163.0,1989-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
136,,Umhausen,10.92889,47.13917,1035.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
137,,Döllach,12.9025,46.95806,1071.0,1926-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
138,,Prutz,10.66472,47.06861,871.0,1967-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
139,,Steinach am Brenner,11.46611,47.09833,1036.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
140,,Bad Tatzmannsdorf,16.228056,47.328056,332.0,2004-09-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,False,,,,,ja
141,,Ried im Innkreis,13.475,48.21722,427.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
142,,Kufstein,12.16278,47.57528,490.0,1905-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
144,,Micheldorf,14.117222,47.88388,443.0,1978-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
145,,Salzburg Freisaal,13.05417,47.79111,419.0,1987-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
146,,Holzgau,10.33867,47.25758,1092.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
147,,Gröbming,13.90422,47.44678,765.5,1981-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
148,,Weitra,14.89861,48.70222,571.9,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
149,,Mallnitz,13.16667,46.99194,1197.0,2002-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
150,,Spittal an der Drau,13.48725,46.7905,541.7,1977-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
151,,Achenkirch,11.70667,47.49944,931.0,1987-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
152,,Laa an der Thaya Kläranlage,16.38972,48.73139,184.0,1952-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
153,,Präbichl,14.95416,47.52158,1215.2,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
154,,Fürstenfeld,16.08083,47.03083,271.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
155,,Oberndorf an der Melk,15.21381,48.06239,295.1,1977-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
156,,St.Johann im Pongau,13.18672,47.31981,634.2,1985-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,False,,,,,ja
157,,Kollerschlag,13.83917,48.60278,714.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
158,,Hohenau,16.913055,48.605835,150.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
159,,Reichersberg,13.37611,48.33111,351.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
160,,Waizenkirchen,13.86458,48.32656,400.2,1948-01-01 00:00:00+00:00,2025-07-22 09:00:00+00:00,Oberösterreich,True,True,,,,,ja
161,,Reichenau am Mühlkreis,14.34556,48.45917,689.1,1972-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
162,,Aspach,13.3,48.18306,427.0,1969-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
163,,Mondsee,13.34722,47.85083,480.5,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
164,,Berndorf,16.10111,47.93917,337.0,1992-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
165,,Abtenau,13.34333,47.56667,709.0,1963-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
166,,Hall bei Admont,14.49083,47.59444,637.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
167,,Mürzzuschlag,15.67278,47.60222,705.2,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
169,,Pottschach,16.00806,47.70083,416.4,1961-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
170,,Aspang,16.10139,47.575,454.0,1948-04-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
171,,Dornbirn,9.72556,47.4325,407.3,1992-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
172,,Schoppernau,10.01778,47.31139,839.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
173,,Schröcken,10.08611,47.26167,1244.0,1895-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
174,,Mittelberg,10.1525,47.32333,1204.0,1994-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
175,,Innsbruck Flughafen,11.35667,47.25999,578.0,1951-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
176,,Hahnenkamm-Ehrenbachhöhe,12.35928,47.41831,1793.8,1938-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
177,,Uttendorf,12.567778,47.263054,798.7,1961-09-01 00:00:00+00:00,2008-10-31 23:59:59+00:00,Salzburg,True,True,,,,,ja
178,,Hochfilzen,12.62111,47.47028,961.9,2001-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
179,,Ramsau am Dachstein,13.63428,47.42514,1206.8,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
180,,Rechnitz,16.45417,47.30139,308.0,2006-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,False,,,,,ja
181,,Bludenz,9.82944,47.14778,571.0,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
182,,Oberwölz,14.28669,47.20206,842.1,1936-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
183,,Güssing,16.32186,47.0625,215.3,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
184,,Pitztaler Gletscher,10.87914,46.92706,2863.9,1989-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
185,,St.Jakob im Defereggental,12.35389,46.91694,1383.0,1938-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
186,,Flattnitz,14.03611,46.94083,1437.2,1970-09-01 00:00:00+00:00,2025-04-01 06:00:00+00:00,Kärnten,True,True,,,,,ja
